"Word","Count","Gender"
"certain",2,"female"
"choos",2,"female"
"chronic",2,"female"
"clinic",2,"female"
"color",2,"female"
"compani",2,"female"
"compet",2,"female"
"condit",2,"female"
"cost",2,"female"
"coverag",2,"female"
"desir",2,"female"
"determin",2,"female"
"discount",2,"female"
"dismiss",2,"female"
"done",2,"female"
"doubt",2,"female"
"earli",2,"female"
"easi",2,"female"
"either",2,"female"
"end",2,"female"
"especi",2,"female"
"establish",2,"female"
"etc",2,"female"
"experi",2,"female"
"famili",2,"female"
"fit",2,"female"
"flexibl",2,"female"
"focus",2,"female"
"general",2,"female"
"got",2,"female"
"hard",2,"female"
"harder",2,"female"
"help",2,"female"
"hidden",2,"female"
"honest",2,"female"
"illeg",2,"female"
"import",2,"female"
"incap",2,"female"
"includ",2,"female"
"industri",2,"female"
"instead",2,"female"
"judg",2,"female"
"law",2,"female"
"lead",2,"female"
"leav",2,"female"
"let",2,"female"
"life",2,"female"
"limit",2,"female"
"live",2,"female"
"long",2,"female"
"major",2,"female"
"mayb",2,"female"
"mind",2,"female"
"minor",2,"female"
"most",2,"female"
"must",2,"female"
"none",2,"female"
"obvious",2,"female"
"order",2,"female"
"parti",2,"female"
"polici",2,"female"
"possibl",2,"female"
"profession",2,"female"
"public",2,"female"
"put",2,"female"
"qualifi",2,"female"
"react",2,"female"
"reaction",2,"female"
"regardless",2,"female"
"relat",2,"female"
"respons",2,"female"
"result",2,"female"
"right",2,"female"
"scare",2,"female"
"schedul",2,"female"
"sick",2,"female"
"similar",2,"female"
"situat",2,"female"
"soon",2,"female"
"sort",2,"female"
"stigmat",2,"female"
"straight",2,"female"
"subject",2,"female"
"supervisor",2,"female"
"taboo",2,"female"
"task",2,"female"
"tech",2,"female"
"test",2,"female"
"told",2,"female"
"treat",2,"female"
"understood",2,"female"
"unlik",2,"female"
"visibl",2,"female"
"vulner",2,"female"
"woman",2,"female"
"yes",2,"female"
"—",1,"female"
"absenc",1,"female"
"absent",1,"female"
"abstract",1,"female"
"accomod",1,"female"
"add",1,"female"
"addict",1,"female"
"addit",1,"female"
"address",1,"female"
"admit",1,"female"
"advantag",1,"female"
"advoc",1,"female"
"agre",1,"female"
"ahead",1,"female"
"ailment",1,"female"
"align",1,"female"
"alon",1,"female"
"alter",1,"female"
"although",1,"female"
"alway",1,"female"
"amount",1,"female"
"amplifi",1,"female"
"anyway",1,"female"
"appli",1,"female"
"approach",1,"female"
"appropri",1,"female"
"asset",1,"female"
"associ",1,"female"
"assum",1,"female"
"asthma—",1,"female"
"attach",1,"female"
"attent",1,"female"
"attract",1,"female"
"avenu",1,"female"
"awar",1,"female"
"awesom",1,"female"
"awkward",1,"female"
"�working�",1,"female"
"background",1,"female"
"balanc",1,"female"
"base",1,"female"
"basic",1,"female"
"bat",1,"female"
"bear",1,"female"
"beforehand",1,"female"
"behind",1,"female"
"belief",1,"female"
"bet",1,"female"
"beyond",1,"female"
"big",1,"female"
"bin",1,"female"
"blocker",1,"female"
"brought",1,"female"
"brush",1,"female"
"call",1,"female"
"car",1,"female"
"card",1,"female"
"care",1,"female"
"carri",1,"female"
"cast",1,"female"
"categor",1,"female"
"categori",1,"female"
"childcar",1,"female"
"chose",1,"female"
"class",1,"female"
"communic",1,"female"
"communiti",1,"female"
"competit",1,"female"
"complain",1,"female"
"complet",1,"female"
"connot",1,"female"
"consent",1,"female"
"consequ",1,"female"
"consider",1,"female"
"context",1,"female"
"control",1,"female"
"cope",1,"female"
"counterpart",1,"female"
"cover",1,"female"
"cowork",1,"female"
"crunch",1,"female"
"dayday",1,"female"
"deadlin",1,"female"
"deaf",1,"female"
"decid",1,"female"
"decisionmak",1,"female"
"declin",1,"female"
"decreas",1,"female"
"deem",1,"female"
"desper",1,"female"
"despit",1,"female"
"detriment",1,"female"
"diabet",1,"female"
"diagnosi",1,"female"
"differ",1,"female"
"difficulti",1,"female"
"direct",1,"female"
"disqualifi",1,"female"
"dont",1,"female"
"drive",1,"female"
"driver",1,"female"
"drunk",1,"female"
"dyslex",1,"female"
"easier",1,"female"
"educ",1,"female"
"elimin",1,"female"
"els",1,"female"
"embrac",1,"female"
"emot",1,"female"
"empathet",1,"female"
"ensur",1,"female"
"episod",1,"female"
"equal",1,"female"
"equat",1,"female"
"ever",1,"female"
"everi",1,"female"
"everybodi",1,"female"
"except",1,"female"
"explain",1,"female"
"fair",1,"female"
"fall",1,"female"
"far",1,"female"
"fella",1,"female"
"field",1,"female"
"find",1,"female"
"firm",1,"female"
"flex",1,"female"
"foot",1,"female"
"forc",1,"female"
"forward",1,"female"
"foster",1,"female"
"freelanc",1,"female"
"friend",1,"female"
"front",1,"female"
"frustrat",1,"female"
"full",1,"female"
"futur",1,"female"
"generat",1,"female"
"given",1,"female"
"glimps",1,"female"
"goal",1,"female"
"great",1,"female"
"handl",1,"female"
"happen",1,"female"
"harm",1,"female"
"healthi",1,"female"
"held",1,"female"
"hell",1,"female"
"hide",1,"female"
"hold",1,"female"
"home",1,"female"
"hour",1,"female"
"howev",1,"female"
"huge",1,"female"
"hypothet",1,"female"
"ideal",1,"female"
"imag",1,"female"
"immedi",1,"female"
"immigr",1,"female"
"impress",1,"female"
"incompet",1,"female"
"indic",1,"female"
"individu",1,"female"
"initi",1,"female"
"instant",1,"female"
"intern",1,"female"
"involv",1,"female"
"judgement",1,"female"
"keep",1,"female"
"kind",1,"female"
"kinda",1,"female"
"knowledg",1,"female"
"known",1,"female"
"lack",1,"female"
"last",1,"female"
"later",1,"female"
"likelihood",1,"female"
"logic",1,"female"
"lost",1,"female"
"lower",1,"female"
"made",1,"female"
"mainten",1,"female"
"male",1,"female"
"mani",1,"female"
"map",1,"female"
"mass",1,"female"
"matrix",1,"female"
"matter",1,"female"
"meant",1,"female"
"measur",1,"female"
"meet",1,"female"
"mental",1,"female"
"million",1,"female"
"minutia",1,"female"
"mode",1,"female"
"molehil",1,"female"
"money",1,"female"
"motiv",1,"female"
"mountain",1,"female"
"move",1,"female"
"mutual",1,"female"
"news",1,"female"
"night",1,"female"
"nondiscrimin",1,"female"
"nonstart",1,"female"
"normal",1,"female"
"noth",1,"female"
"number",1,"female"
"observ",1,"female"
"occur",1,"female"
"ocd",1,"female"
"opinion",1,"female"
"opt",1,"female"
"option",1,"female"
"organ",1,"female"
"outcom",1,"female"
"pall",1,"female"
"paramet",1,"female"
"pass",1,"female"
"past",1,"female"
"penal",1,"female"
"pervas",1,"female"
"pick",1,"female"
"piti",1,"female"
"play",1,"female"
"plus",1,"female"
"polit",1,"female"
"poor",1,"female"
"portray",1,"female"
"preform",1,"female"
"prejudic",1,"female"
"prescrib",1,"female"
"pressur",1,"female"
"previous",1,"female"
"primarili",1,"female"
"privaci",1,"female"
"promin",1,"female"
"proper",1,"female"
"prospect",1,"female"
"prove",1,"female"
"provid",1,"female"
"qualif",1,"female"
"rais",1,"female"
"rapport",1,"female"
"raw",1,"female"
"readi",1,"female"
"realiti",1,"female"
"realli",1,"female"
"record",1,"female"
"recours",1,"female"
"recov",1,"female"
"recoveri",1,"female"
"recruit",1,"female"
"refer",1,"female"
"regular",1,"female"
"relationship",1,"female"
"reli",1,"female"
"reliabl",1,"female"
"reluct",1,"female"
"repercuss",1,"female"
"respect",1,"female"
"respond",1,"female"
"reveal",1,"female"
"riski",1,"female"
"run",1,"female"
"safe",1,"female"
"said",1,"female"
"schizophrenia",1,"female"
"screen",1,"female"
"secret",1,"female"
"sector",1,"female"
"select",1,"female"
"selfemploy",1,"female"
"semiperson",1,"female"
"servic",1,"female"
"shoot",1,"female"
"shooter",1,"female"
"short",1,"female"
"show",1,"female"
"showcas",1,"female"
"side",1,"female"
"sign",1,"female"
"signific",1,"female"
"simpli",1,"female"
"slack",1,"female"
"social",1,"female"
"societi",1,"female"
"sometim",1,"female"
"speak",1,"female"
"special",1,"female"
"specif",1,"female"
"spectrum",1,"female"
"spot",1,"female"
"stabl",1,"female"
"stack",1,"female"
"stage",1,"female"
"start",1,"female"
"status",1,"female"
"stigmatis",1,"female"
"strang",1,"female"
"strenght",1,"female"
"success",1,"female"
"suffer",1,"female"
"suit",1,"female"
"suitabl",1,"female"
"support",1,"female"
"surpris",1,"female"
"surround",1,"female"
"taken",1,"female"
"thought",1,"female"
"tmi",1,"female"
"topic",1,"female"
"toss",1,"female"
"toward",1,"female"
"track",1,"female"
"treatment",1,"female"
"troubl",1,"female"
"true",1,"female"
"typic",1,"female"
"unabl",1,"female"
"unconsci",1,"female"
"unqualifi",1,"female"
"unreli",1,"female"
"unsaid",1,"female"
"upfront",1,"female"
"valu",1,"female"
"valuabl",1,"female"
"veer",1,"female"
"via",1,"female"
"virtual",1,"female"
"volunt",1,"female"
"wait",1,"female"
"wari",1,"female"
"warn",1,"female"
"wast",1,"female"
"week",1,"female"
"weight",1,"female"
"weird",1,"female"
"wide",1,"female"
"wont",1,"female"
"worker",1,"female"
"workplac",1,"female"
"worth",1,"female"
"written",1,"female"
"wrt",1,"female"
"yeah",1,"female"
"yet",1,"female"
"zone",1,"female"
"job",7,"Other"
"want",6,"Other"
"get",4,"Other"
"hire",4,"Other"
"stigma",4,"Other"
"consid",3,"Other"
"employ",3,"Other"
"interview",3,"Other"
"just",3,"Other"
"know",3,"Other"
"might",3,"Other"
"need",3,"Other"
"certain",2,"Other"
"convers",2,"Other"
"depend",2,"Other"
"even",2,"Other"
"fear",2,"Other"
"ill",2,"Other"
"intent",2,"Other"
"make",2,"Other"
"peopl",2,"Other"
"question",2,"Other"
"see",2,"Other"
"someth",2,"Other"
"tri",2,"Other"
"trigger",2,"Other"
"abil",1,"Other"
"account",1,"Other"
"advis",1,"Other"
"afraid",1,"Other"
"allud",1,"Other"
"almost",1,"Other"
"answer",1,"Other"
"anyth",1,"Other"
"armchair",1,"Other"
"ass",1,"Other"
"balanc",1,"Other"
"best",1,"Other"
"bias",1,"Other"
"boot",1,"Other"
"brain",1,"Other"
"bring",1,"Other"
"call",1,"Other"
"candid",1,"Other"
"case",1,"Other"
"chang",1,"Other"
"colleg",1,"Other"
"conflat",1,"Other"
"conscious",1,"Other"
"context",1,"Other"
"count",1,"Other"
"crazi",1,"Other"
"decis",1,"Other"
"definit",1,"Other"
"depress",1,"Other"
"detriment",1,"Other"
"difficult",1,"Other"
"done",1,"Other"
"elimin",1,"Other"
"emot",1,"Other"
"exact",1,"Other"
"extrem",1,"Other"
"feel",1,"Other"
"final",1,"Other"
"find",1,"Other"
"flaw",1,"Other"
"general",1,"Other"
"guis",1,"Other"
"happen",1,"Other"
"harder",1,"Other"
"histori",1,"Other"
"hysteria",1,"Other"
"immedi",1,"Other"
"impact",1,"Other"
"incompet",1,"Other"
"inform",1,"Other"
"jeopard",1,"Other"
"kind",1,"Other"
"last",1,"Other"
"look",1,"Other"
"margin",1,"Other"
"mayb",1,"Other"
"much",1,"Other"
"natur",1,"Other"
"necessari",1,"Other"
"negat",1,"Other"
"never",1,"Other"
"one",1,"Other"
"oppos",1,"Other"
"person",1,"Other"
"place",1,"Other"
"prejud",1,"Other"
"pretti",1,"Other"
"previous",1,"Other"
"probabl",1,"Other"
"product",1,"Other"
"psychologist",1,"Other"
"qualiti",1,"Other"
"reason",1,"Other"
"relev",1,"Other"
"requir",1,"Other"
"result",1,"Other"
"retribut",1,"Other"
"right",1,"Other"
"riski",1,"Other"
"seem",1,"Other"
"stage",1,"Other"
"stereotyp",1,"Other"
"suppos",1,"Other"
"sure",1,"Other"
"surfac",1,"Other"
"survey",1,"Other"
"suspici",1,"Other"
"talk",1,"Other"
"team",1,"Other"
"technic",1,"Other"
"tell",1,"Other"
"thing",1,"Other"
"think",1,"Other"
"told",1,"Other"
"ugli",1,"Other"
"unnecessari",1,"Other"
"usual",1,"Other"
"valid",1,"Other"
"view",1,"Other"
"weak",1,"Other"
"weigh",1,"Other"
"well",1,"Other"
"whether",1,"Other"
"worklif",1,"Other"
